FIRE_YEAR,Fire_Date,DISCOVERY_TIME,Days_to_extinguish_fire,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS
2010,04-02-2010,1525,6,,54.9,C
2010,04-02-2010,1420,8,,8.3,B
2010,04-03-2010,1530,0,,3,B
2010,04-05-2010,1800,6,,61.3,C
2010,03-31-2010,1515,10,,17.8,C
2010,03-31-2010,1630,7,,30.7,C
2010,03-31-2010,1245,4,,3.9,B
2010,03-31-2010,1400,1,,20.5,C
2010,04-02-2010,1450,7,,0.9,B
2010,04-01-2010,1020,1,,1.5,B
2010,04-01-2010,1350,2,,3.3,B
2010,04-04-2010,1410,1,,3.5,B
2010,03-22-2010,1825,1,,43.3,C
2010,03-28-2010,2145,2,,5.1,B
2010,03-29-2010,2145,4,,0.25,A
2010,03-28-2010,2145,7,,2.1,B
2010,03-28-2010,2145,5,,0.1,A
2010,03-30-2010,1800,3,,3.2,B
2010,03-31-2010,1450,0,,6,B
2010,04-11-2010,1435,8,,0.5,B
2010,04-11-2010,1435,6,,1.9,B
2010,04-11-2010,1425,2,,3.8,B
2010,04-11-2010,1425,6,,2.6,B
2010,04-11-2010,1425,0,,4.3,B
2010,04-11-2010,1435,2,,4.2,B
2010,04-11-2010,1430,5,,1.7,B
2010,04-11-2010,1430,9,,0.5,B
2010,04-12-2010,945,2,,5.4,B
2010,04-11-2010,1250,2,,58.8,C
2010,04-13-2010,2030,4,,13.4,C
2010,04-11-2010,1605,7,,0.25,A
2010,04-11-2010,1250,8,,134.6,D
2010,04-10-2010,1550,5,,9.7,B
2010,04-10-2010,2230,7,,3.1,B
2010,04-03-2010,1500,4,,14.8,C
2010,04-01-2010,1400,10,,87.5,C
2010,04-07-2010,2100,9,,2.2,B
2010,04-12-2010,1305,1,,6.4,B
2010,04-10-2010,1500,2,,13.84,C
2010,04-10-2010,600,3,,0.5,B
2010,04-08-2010,1410,3,,3.3,B
2010,04-02-2010,1535,2,,2.6,B
2010,04-09-2010,1533,9,,0.75,B
2010,04-10-2010,1400,9,,2.3,B
2010,04-10-2010,1414,3,,3.2,B
2010,04-10-2010,1830,0,,3.1,B
2010,04-12-2010,945,5,,8.9,B
2010,04-12-2010,1444,8,,3.7,B
2010,03-05-2010,2105,4,,8.2,B
2010,03-12-2010,955,1,,1,B
2010,03-06-2010,150,6,,5.5,B
2010,03-23-2010,1640,5,,3.3,B
2010,03-06-2010,1500,5,,60.6,C
2010,03-19-2010,1325,2,,19,C
2010,03-06-2010,1930,1,,6.6,B
2010,03-27-2010,1820,5,,11.1,C
2010,03-26-2010,1236,10,,0.1,A
2010,04-15-2010,1435,10,,3.4,B
2010,04-15-2010,1430,0,,14.8,C
2010,04-02-2010,1220,3,,1.1,B
2010,04-09-2010,1620,3,,4.1,B
2010,04-09-2010,1620,6,,0.9,B
2010,04-09-2010,1620,1,,0.6,B
2010,04-09-2010,1620,5,,0.1,A
2010,04-11-2010,2030,2,,0.7,B
2010,04-12-2010,1345,7,,0.7,B
2010,04-15-2010,1145,1,,3.5,B
2010,03-26-2010,1335,4,,2.3,B
2010,03-29-2010,200,7,,3.8,B
2010,03-13-2010,1630,9,,2.4,B
2010,04-16-2010,1350,8,,1.3,B
2010,04-16-2010,1930,0,,8,B
2010,04-16-2010,1355,4,,6.4,B
2010,04-15-2010,1305,5,,57.6,C
2010,03-19-2010,1700,8,,6.5,B
2010,04-20-2010,1740,6,,1.4,B
2010,04-18-2010,1530,6,,0.25,A
2010,04-25-2010,1003,5,,9,B
2010,04-21-2010,1537,9,,1.4,B
2010,04-22-2010,2300,4,,7.8,B
2010,04-22-2010,1405,1,,68.9,C
2010,04-25-2010,1625,10,,3.6,B
2010,04-25-2010,1350,8,,0.25,A
2010,04-25-2010,1350,1,,0.25,A
2010,04-25-2010,1350,4,,9.2,B
2010,03-06-2010,1630,0,,24,C
2010,03-09-2010,1601,10,,0.5,B
2010,04-25-2010,1350,2,,2.9,B
2010,04-25-2010,1450,7,,2.1,B
2010,04-25-2010,1630,2,,0.25,A
2010,03-14-2010,1505,8,,1,B
2010,04-25-2010,1400,8,,5.3,B
2010,08-04-2010,1600,6,,0.5,B
2010,08-21-2010,1418,7,,2,B
2010,08-16-2010,1515,8,,36.5,C
2010,08-30-2010,1405,4,,5.9,B
2010,08-21-2010,1500,6,,0.7,B
2010,08-06-2010,815,7,,0.25,A
2010,10-07-2010,1142,4,,1.02,B
2010,10-19-2010,1630,5,,0.1,A
2010,06-22-2010,1730,0,1834,0.5,B
2010,07-22-2010,700,0,1730,2,B
2010,08-05-2010,2050,0,2200,0.5,B
2010,06-25-2010,601,0,1000,10.5,C
2010,08-13-2010,200,0,931,0.3,B
2010,11-16-2010,1940,2,836,0.1,A
2010,07-17-2010,1338,0,1443,0.1,A
2010,04-29-2010,1300,0,1430,1.5,B
2010,06-26-2010,700,0,1430,20,C
2010,06-29-2010,1700,0,1925,0.1,A
2010,06-29-2010,1330,0,1355,0.1,A
2010,06-21-2010,1600,2,1700,0.5,B
2010,08-11-2010,1800,1,1747,0.2,A
2010,08-12-2010,45,0,200,0.1,A
2010,06-12-2010,1300,0,1810,2,B
2010,06-15-2010,1550,0,1621,0.2,A
2010,06-25-2010,1600,0,1740,5,B
2010,07-14-2010,1700,3,1430,0.3,B
2010,07-27-2010,2000,0,2030,0.5,B
2010,07-20-2010,1300,6,2000,25,C
2010,09-22-2010,1615,0,1725,0.1,A
2010,07-17-2010,1720,0,1820,0.2,A
2010,06-24-2010,1600,3,2100,11,C
2010,10-12-2010,1800,1,1247,0.1,A
2010,10-29-2010,900,0,1521,0.1,A
2010,09-22-2010,1724,0,1840,0.2,A
2010,05-01-2010,2000,0,2200,0.5,B
2010,07-08-2010,1830,0,1920,0.1,A
2010,07-08-2010,1600,1,1800,0.3,B
2010,07-08-2010,1600,3,1624,0.5,B
2010,07-08-2010,1700,3,1728,0.5,B
2010,07-08-2010,1715,0,1915,0.5,B
2010,07-25-2010,2100,1,1550,9,B
2010,07-25-2010,1900,2,100,11,C
2010,08-16-2010,2000,0,,5,B
2010,07-29-2010,1430,0,1620,0.2,A
2010,08-12-2010,1900,0,1910,0.1,A
2010,07-29-2010,1251,0,1325,0.3,B
2010,07-13-2010,200,3,1816,5,B
2010,07-26-2010,1700,1,1107,30,C
2010,07-29-2010,1445,0,2000,80,C
2010,07-17-2010,1800,4,1645,2,B
2010,06-27-2010,1915,0,2010,0.1,A
2010,06-27-2010,2016,0,2239,0.1,A
2010,07-08-2010,1930,1,1300,19,C
2010,07-08-2010,1530,3,1545,135,D
2010,08-18-2010,1500,0,2200,0.5,B
2010,07-17-2010,1600,0,1700,0.1,A
2010,07-20-2010,2100,0,2200,0.1,A
2010,06-07-2010,100,0,2000,2,B
2010,06-28-2010,1500,0,1555,20,C
2010,07-11-2010,2000,0,2030,0.5,B
2010,07-26-2010,1500,0,1615,12,C
2010,07-21-2010,1700,1,2000,1,B
2010,07-19-2010,1300,0,1430,2,B
2010,10-11-2010,1700,0,2045,1,B
2010,07-01-2010,1,0,1800,1,B
2010,11-21-2010,1215,0,1504,1,B
2010,07-22-2010,1730,0,1920,0.5,B
2010,07-19-2010,1500,9,1320,0.5,B
2010,05-12-2010,2200,2,2045,8,B
2010,07-09-2010,1900,3,300,10,C
2010,07-22-2010,615,0,730,0.3,B
2010,07-18-2010,0,7,1733,0.2,A
2010,07-30-2010,400,0,2100,30,C
